image_id,crop,disease_class,is_healthy,width_px,height_px,file_size_kb,is_corrupted,is_duplicate,has_wrong_label,is_low_resolution,split
Tomato___Late_blight_00619.jpg,Tomato,Tomato___Late_blight,False,224,224,188.5,False,False,False,False,train
Cherry___Powdery_mildew_00007.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,187.2,False,False,False,False,train
Tomato___Septoria_leaf_spot_01737.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,188.8,False,False,False,False,train
Tomato___Septoria_leaf_spot_01171.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,212.9,False,False,False,False,train
Tomato___Septoria_leaf_spot_01465.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,114.8,False,False,False,False,train
Pepper___Bacterial_spot_00099.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,183.1,False,False,False,False,train
Peach___Bacterial_spot_01712.jpg,Peach,Peach___Bacterial_spot,False,224,224,162.3,False,False,False,False,validation
Tomato___Septoria_leaf_spot_00223.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,242.0,False,False,False,False,train
Apple___healthy_01323.jpg,Apple,Apple___healthy,True,224,224,88.5,False,False,False,False,train
Apple___healthy_00674.jpg,Apple,Apple___healthy,True,224,224,122.7,False,False,False,False,validation
Tomato___Spider_mites_00423.jpg,Tomato,Tomato___Spider_mites,False,224,224,81.7,False,False,False,False,train
Tomato___Tomato_mosaic_virus_00203.jpg,Tomato,Tomato___Tomato_mosaic_virus,False,224,224,172.1,False,False,False,False,train
Grape___Leaf_blight_00121.jpg,Grape,Grape___Leaf_blight,False,224,224,37.5,False,False,False,False,train
Tomato___Bacterial_spot_00743.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,111.3,False,False,False,False,train
Tomato___Septoria_leaf_spot_00055.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,237.5,False,False,False,False,train
Blueberry___healthy_00470.jpg,Blueberry,Blueberry___healthy,True,224,224,44.0,False,False,False,False,train
Grape___Black_rot_00103.jpg,Grape,Grape___Black_rot,False,224,224,186.2,False,False,False,False,test
Cherry___healthy_00817.jpg,Cherry,Cherry___healthy,True,224,224,56.3,False,False,False,False,train
Cherry___Powdery_mildew_00026.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,108.7,False,False,False,False,train
Squash___Powdery_mildew_01095.jpg,Squash,Squash___Powdery_mildew,False,224,224,201.1,False,False,False,False,train
Tomato___Spider_mites_00764.jpg,Tomato,Tomato___Spider_mites,False,224,224,156.0,False,False,False,False,train
Tomato___Target_Spot_00141.jpg,Tomato,Tomato___Target_Spot,False,224,224,126.2,False,False,False,False,validation
Tomato___Bacterial_spot_01070.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,110.1,False,False,False,False,train
Pepper___healthy_00099.jpg,Pepper,Pepper___healthy,True,224,224,197.0,False,False,False,False,test
Cherry___healthy_00491.jpg,Cherry,Cherry___healthy,True,224,224,79.0,False,False,False,False,test
Blueberry___healthy_00651.jpg,Blueberry,Blueberry___healthy,True,224,224,72.7,False,False,False,False,train
Corn___healthy_00701.jpg,Corn,Corn___healthy,True,224,224,77.7,False,False,False,False,train
Soybean___healthy_04254.jpg,Soybean,Soybean___healthy,True,224,224,131.3,False,False,False,False,train
Tomato___Late_blight_01095.jpg,Tomato,Tomato___Late_blight,False,224,224,132.4,False,False,False,False,train
Tomato___Leaf_Mold_00608.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,119.2,False,False,False,False,train
Peach___Bacterial_spot_01448.jpg,Peach,Peach___Bacterial_spot,False,224,224,223.4,False,False,False,False,train
Cherry___healthy_00691.jpg,Cherry,Cherry___healthy,True,224,224,220.8,False,False,False,False,train
Pepper___healthy_00719.jpg,Pepper,Pepper___healthy,True,224,224,127.6,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_02374.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,82.0,False,False,False,False,validation
Raspberry___healthy_00034.jpg,Raspberry,Raspberry___healthy,True,224,224,186.5,False,False,False,False,train
Tomato___Leaf_Mold_00374.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,201.8,False,False,False,False,train
Tomato___Spider_mites_01619.jpg,Tomato,Tomato___Spider_mites,False,224,224,91.4,False,False,False,False,train
Tomato___Target_Spot_00034.jpg,Tomato,Tomato___Target_Spot,False,224,224,31.7,False,False,False,False,validation
Blueberry___healthy_01037.jpg,Blueberry,Blueberry___healthy,True,224,224,65.2,False,False,False,False,train
Grape___Esca_(Black_Measles)_00898.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,92.0,False,False,False,False,train
Potato___Late_blight_00024.jpg,Potato,Potato___Late_blight,False,224,224,48.8,False,False,False,False,test
Grape___Leaf_blight_00066.jpg,Grape,Grape___Leaf_blight,False,224,224,35.9,False,False,False,False,train
Tomato___Leaf_Mold_00368.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,47.5,False,False,False,False,test
Grape___Esca_(Black_Measles)_00252.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,106.7,False,False,False,False,validation
Grape___Leaf_blight_00274.jpg,Grape,Grape___Leaf_blight,False,224,224,186.3,False,False,False,False,train
Potato___Late_blight_00122.jpg,Potato,Potato___Late_blight,False,224,224,181.4,False,False,False,False,train
Apple___Apple_scab_00196.jpg,Apple,Apple___Apple_scab,False,224,224,178.5,False,False,False,False,train
Grape___Esca_(Black_Measles)_00537.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,75.3,False,False,False,False,test
Tomato___Septoria_leaf_spot_01461.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,165.1,False,False,False,False,train
Apple___Black_rot_00167.jpg,Apple,Apple___Black_rot,False,224,224,51.2,False,False,False,False,train
Tomato___Leaf_Mold_00609.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,217.7,False,False,False,False,validation
Tomato___Leaf_Mold_00531.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,135.2,False,False,False,False,train
Cherry___Powdery_mildew_00075.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,62.8,False,False,False,False,train
Tomato___Septoria_leaf_spot_01667.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,119.1,False,False,False,False,train
Squash___Powdery_mildew_00644.jpg,Squash,Squash___Powdery_mildew,False,224,224,205.1,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_03505.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,225.7,False,False,False,False,train
Tomato___healthy_00159.jpg,Tomato,Tomato___healthy,True,224,224,85.8,False,False,False,False,train
Pepper___healthy_00533.jpg,Pepper,Pepper___healthy,True,224,224,231.2,False,False,False,False,train
Potato___Early_blight_00372.jpg,Potato,Potato___Early_blight,False,224,224,190.9,False,False,False,False,train
Pepper___Bacterial_spot_00323.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,90.9,False,False,False,False,train
Tomato___Spider_mites_00438.jpg,Tomato,Tomato___Spider_mites,False,224,224,116.3,False,False,False,False,test
Apple___healthy_00830.jpg,Apple,Apple___healthy,True,224,224,84.4,False,False,False,False,train
Orange___Haunglongbing_04637.jpg,Orange,Orange___Haunglongbing,False,224,224,97.4,False,False,False,False,validation
Pepper___healthy_00972.jpg,Pepper,Pepper___healthy,True,224,224,229.8,False,False,False,False,test
Tomato___Bacterial_spot_01999.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,129.6,False,False,False,False,train
Potato___Early_blight_00073.jpg,Potato,Potato___Early_blight,False,224,224,119.2,False,False,False,False,train
Corn___Common_rust_00486.jpg,Corn,Corn___Common_rust,False,224,224,104.3,False,False,False,False,train
Squash___Powdery_mildew_00490.jpg,Squash,Squash___Powdery_mildew,False,224,224,243.3,False,False,False,False,train
Tomato___healthy_01294.jpg,Tomato,Tomato___healthy,True,224,224,222.6,False,False,False,False,train
Tomato___Bacterial_spot_00947.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,163.5,False,False,False,False,train
Tomato___Bacterial_spot_01524.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,221.6,False,False,False,False,validation
Orange___Haunglongbing_05035.jpg,Orange,Orange___Haunglongbing,False,224,224,183.8,False,False,False,False,train
Apple___healthy_00099.jpg,Apple,Apple___healthy,True,224,224,151.3,False,False,False,False,train
Tomato___healthy_01531.jpg,Tomato,Tomato___healthy,True,224,224,146.8,False,False,False,False,validation
Tomato___Septoria_leaf_spot_00957.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,54.5,False,False,False,False,validation
Tomato___Septoria_leaf_spot_00371.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,193.2,False,False,False,False,train
Tomato___healthy_01502.jpg,Tomato,Tomato___healthy,True,224,224,226.7,False,False,False,False,train
Pepper___healthy_01430.jpg,Pepper,Pepper___healthy,True,224,224,91.4,False,False,False,False,train
Tomato___Target_Spot_01203.jpg,Tomato,Tomato___Target_Spot,False,224,224,211.9,False,False,False,False,train
Squash___Powdery_mildew_00477.jpg,Squash,Squash___Powdery_mildew,False,224,224,33.4,False,False,False,False,train
Apple___healthy_00190.jpg,Apple,Apple___healthy,True,224,224,48.8,False,False,False,False,train
Corn___Common_rust_01025.jpg,Corn,Corn___Common_rust,False,224,224,212.7,False,False,False,False,train
Orange___Haunglongbing_01296.jpg,Orange,Orange___Haunglongbing,False,224,224,237.9,False,False,False,False,validation
Peach___healthy_00233.jpg,Peach,Peach___healthy,True,224,224,223.9,False,False,False,False,train
Raspberry___healthy_00118.jpg,Raspberry,Raspberry___healthy,True,224,224,109.4,False,False,False,False,train
Apple___healthy_01258.jpg,Apple,Apple___healthy,True,224,224,174.1,False,False,False,False,train
Apple___healthy_00642.jpg,Apple,Apple___healthy,True,224,224,242.7,False,False,False,False,train
Tomato___Spider_mites_01076.jpg,Tomato,Tomato___Spider_mites,False,224,224,47.3,False,False,False,False,train
Squash___Powdery_mildew_01218.jpg,Squash,Squash___Powdery_mildew,False,224,224,46.5,False,False,False,False,validation
Tomato___Late_blight_00814.jpg,Tomato,Tomato___Late_blight,False,224,224,214.9,False,False,False,False,train
Potato___healthy_00147.jpg,Potato,Potato___healthy,True,224,224,33.6,False,False,False,False,test
Tomato___Septoria_leaf_spot_01588.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,142.8,False,False,False,False,validation
Grape___healthy_00121.jpg,Grape,Grape___healthy,True,224,224,139.3,False,False,False,False,train
Pepper___Bacterial_spot_00791.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,94.1,False,False,False,False,test
Strawberry___healthy_00226.jpg,Strawberry,Strawberry___healthy,True,224,224,247.1,False,False,False,False,test
Tomato___Tomato_Yellow_Leaf_Curl_Virus_05193.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,185.7,False,False,False,False,train
Tomato___Spider_mites_01082.jpg,Tomato,Tomato___Spider_mites,False,224,224,72.2,False,False,False,False,validation
Tomato___Late_blight_01456.jpg,Tomato,Tomato___Late_blight,False,224,224,97.9,False,False,False,False,test
Tomato___Late_blight_01259.jpg,Tomato,Tomato___Late_blight,False,224,224,74.2,False,False,False,False,validation
Apple___Apple_scab_00095.jpg,Apple,Apple___Apple_scab,False,224,224,207.2,False,False,False,False,validation
Grape___Esca_(Black_Measles)_00613.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,166.0,False,False,False,False,train
Grape___Esca_(Black_Measles)_00123.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,31.0,False,False,False,False,train
Corn___healthy_00915.jpg,Corn,Corn___healthy,True,224,224,101.0,False,False,False,False,train
Strawberry___Leaf_scorch_00293.jpg,Strawberry,Strawberry___Leaf_scorch,False,224,224,235.6,False,False,False,False,train
Apple___Black_rot_00568.jpg,Apple,Apple___Black_rot,False,224,224,81.0,False,False,False,False,test
Pepper___healthy_00293.jpg,Pepper,Pepper___healthy,True,224,224,119.6,False,False,False,False,test
Strawberry___healthy_00226.jpg,Strawberry,Strawberry___healthy,True,224,224,247.1,False,False,False,False,train
Grape___Esca_(Black_Measles)_00715.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,64.1,False,False,False,False,train
Peach___Bacterial_spot_01509.jpg,Peach,Peach___Bacterial_spot,False,224,224,212.2,False,False,False,False,train
Orange___Haunglongbing_02852.jpg,Orange,Orange___Haunglongbing,False,224,224,35.0,False,False,False,False,test
Apple___healthy_00035.jpg,Apple,Apple___healthy,True,224,224,206.5,False,False,False,False,validation
Potato___Late_blight_00012.jpg,Potato,Potato___Late_blight,False,224,224,151.5,False,False,False,False,test
Grape___Leaf_blight_00261.jpg,Grape,Grape___Leaf_blight,False,224,224,223.3,False,False,False,False,train
Soybean___healthy_03083.jpg,Soybean,Soybean___healthy,True,224,224,33.9,False,False,False,False,validation
Corn___Northern_Leaf_Blight_00541.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,94.0,False,False,False,False,train
Squash___Powdery_mildew_01325.jpg,Squash,Squash___Powdery_mildew,False,224,224,232.0,False,False,False,False,train
Apple___Black_rot_00152.jpg,Apple,Apple___Black_rot,False,224,224,134.0,False,False,False,False,validation
Tomato___Septoria_leaf_spot_01698.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,61.1,False,False,False,False,train
Grape___Black_rot_00948.jpg,Grape,Grape___Black_rot,False,224,224,163.3,False,False,False,False,train
Tomato___healthy_00992.jpg,Tomato,Tomato___healthy,True,224,224,152.8,False,False,False,False,train
Pepper___Bacterial_spot_00395.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,98.7,False,False,False,False,validation
Potato___Late_blight_00276.jpg,Potato,Potato___Late_blight,False,224,224,111.2,False,False,False,False,train
Grape___Leaf_blight_01032.jpg,Grape,Grape___Leaf_blight,False,224,224,131.7,False,False,False,False,train
Tomato___Late_blight_01723.jpg,Tomato,Tomato___Late_blight,False,224,224,111.1,False,False,False,False,train
Soybean___healthy_03113.jpg,Soybean,Soybean___healthy,True,224,224,230.2,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_01844.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,246.8,False,False,False,False,train
Pepper___Bacterial_spot_00897.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,142.2,False,False,False,False,test
Pepper___Bacterial_spot_00550.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,175.3,False,False,False,False,train
Tomato___Target_Spot_01133.jpg,Tomato,Tomato___Target_Spot,False,224,224,188.0,False,False,False,False,train
Orange___Haunglongbing_04053.jpg,Orange,Orange___Haunglongbing,False,224,224,211.9,False,False,False,False,test
Grape___Esca_(Black_Measles)_00326.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,205.6,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_01867.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,214.7,False,False,False,False,train
Grape___Leaf_blight_00637.jpg,Grape,Grape___Leaf_blight,False,224,224,198.0,False,False,False,False,test
Tomato___Leaf_Mold_00301.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,111.5,False,False,False,False,train
Tomato___Early_blight_00661.jpg,Tomato,Tomato___Early_blight,False,224,224,34.4,False,False,False,False,validation
Apple___Apple_scab_00622.jpg,Apple,Apple___Apple_scab,False,224,224,134.1,False,False,False,False,train
Blueberry___healthy_00629.jpg,Blueberry,Blueberry___healthy,True,224,224,235.2,False,False,False,False,train
Orange___Haunglongbing_05024.jpg,Orange,Orange___Haunglongbing,False,224,224,47.6,False,False,False,False,train
Apple___Black_rot_00291.jpg,Apple,Apple___Black_rot,False,224,224,214.1,False,False,False,False,train
Tomato___Target_Spot_00417.jpg,Tomato,Tomato___Target_Spot,False,224,224,247.6,False,False,False,False,validation
Tomato___Early_blight_00671.jpg,Tomato,Tomato___Early_blight,False,224,224,219.8,False,False,False,False,train
Apple___Apple_scab_00350.jpg,Apple,Apple___Apple_scab,False,224,224,144.7,False,False,False,False,train
Apple___Apple_scab_00226.jpg,Apple,Apple___Apple_scab,False,224,224,185.9,False,False,False,False,validation
Tomato___Bacterial_spot_01412.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,146.3,False,False,False,False,test
Tomato___Early_blight_00005.jpg,Tomato,Tomato___Early_blight,False,224,224,85.6,False,False,False,False,train
Squash___Powdery_mildew_01586.jpg,Squash,Squash___Powdery_mildew,False,224,224,190.6,False,False,False,False,train
Tomato___Septoria_leaf_spot_00672.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,162.5,False,False,False,False,test
Cherry___healthy_00653.jpg,Cherry,Cherry___healthy,True,224,224,169.6,False,False,False,False,train
Cherry___Powdery_mildew_00701.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,82.1,False,False,False,False,train
Corn___Common_rust_00477.jpg,Corn,Corn___Common_rust,False,224,224,130.8,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_01330.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,73.8,False,False,False,False,train
Apple___healthy_01142.jpg,Apple,Apple___healthy,True,224,224,160.4,False,False,False,False,train
Pepper___Bacterial_spot_00375.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,95.7,False,False,False,False,validation
Squash___Powdery_mildew_01347.jpg,Squash,Squash___Powdery_mildew,False,224,224,178.8,False,False,False,False,train
Corn___Common_rust_01131.jpg,Corn,Corn___Common_rust,False,224,224,151.4,False,False,False,False,train
Grape___Esca_(Black_Measles)_00386.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,131.6,False,False,False,False,validation
Tomato___Bacterial_spot_01088.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,123.7,False,False,False,False,validation
Potato___Late_blight_00103.jpg,Potato,Potato___Late_blight,False,224,224,190.7,False,False,False,False,train
Grape___Black_rot_00921.jpg,Grape,Grape___Black_rot,False,224,224,148.7,False,False,False,False,train
Tomato___Early_blight_00352.jpg,Tomato,Tomato___Early_blight,False,224,224,210.3,False,False,False,False,train
Grape___Black_rot_00486.jpg,Grape,Grape___Black_rot,False,224,224,248.8,False,False,False,False,train
Corn___Common_rust_00485.jpg,Corn,Corn___Common_rust,False,224,224,203.0,False,False,False,False,train
Pepper___healthy_00749.jpg,Pepper,Pepper___healthy,True,224,224,99.4,False,False,False,False,train
Blueberry___healthy_00422.jpg,Blueberry,Blueberry___healthy,True,224,224,33.2,False,False,False,False,test
Pepper___Bacterial_spot_00463.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,204.2,False,False,False,False,train
Strawberry___healthy_00314.jpg,Strawberry,Strawberry___healthy,True,224,224,70.1,False,False,False,False,test
Tomato___healthy_01274.jpg,Tomato,Tomato___healthy,True,224,224,150.5,False,False,False,False,test
Potato___Early_blight_00018.jpg,Potato,Potato___Early_blight,False,224,224,127.1,False,False,False,False,train
Peach___healthy_00156.jpg,Peach,Peach___healthy,True,224,224,61.3,False,False,False,False,train
Soybean___healthy_04321.jpg,Soybean,Soybean___healthy,True,224,224,239.3,False,False,False,False,train
Cherry___Powdery_mildew_00437.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,202.2,False,False,False,False,train
Corn___healthy_00729.jpg,Corn,Corn___healthy,True,224,224,38.2,False,False,False,False,train
Pepper___Bacterial_spot_00689.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,224.7,False,False,False,False,train
Peach___Bacterial_spot_01597.jpg,Peach,Peach___Bacterial_spot,False,224,224,120.9,False,False,False,False,train
Pepper___Bacterial_spot_00346.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,36.9,False,False,False,False,train
Raspberry___healthy_00072.jpg,Raspberry,Raspberry___healthy,True,224,224,247.8,False,False,False,False,train
Apple___healthy_00269.jpg,Apple,Apple___healthy,True,224,224,187.8,False,False,False,False,train
Peach___Bacterial_spot_00932.jpg,Peach,Peach___Bacterial_spot,False,224,224,176.5,False,False,False,False,test
Apple___Apple_scab_00137.jpg,Apple,Apple___Apple_scab,False,224,224,220.1,False,False,False,False,train
Tomato___Bacterial_spot_00395.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,51.6,False,False,False,False,test
Peach___Bacterial_spot_01887.jpg,Peach,Peach___Bacterial_spot,False,224,224,32.7,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_00252.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,192.2,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_03524.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,181.2,False,False,False,False,train
Tomato___Bacterial_spot_01216.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,151.5,False,False,False,False,validation
Tomato___Tomato_Yellow_Leaf_Curl_Virus_01247.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,243.7,False,False,False,False,test
Cherry___Powdery_mildew_00305.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,144.0,False,False,False,False,validation
Corn___healthy_00849.jpg,Corn,Corn___healthy,True,224,224,169.5,False,False,False,False,test
Tomato___Late_blight_00861.jpg,Tomato,Tomato___Late_blight,False,224,224,41.4,False,False,False,False,train
Potato___Early_blight_00953.jpg,Potato,Potato___Early_blight,False,224,224,107.1,False,False,False,False,validation
Apple___healthy_00773.jpg,Apple,Apple___healthy,True,224,224,47.1,False,False,False,False,train
Tomato___Septoria_leaf_spot_01144.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,85.9,False,False,False,False,train
Tomato___Spider_mites_00568.jpg,Tomato,Tomato___Spider_mites,False,224,224,170.3,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_04294.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,239.4,False,False,False,False,train
Corn___Common_rust_00370.jpg,Corn,Corn___Common_rust,False,224,224,67.4,False,False,False,False,validation
Tomato___Target_Spot_00772.jpg,Tomato,Tomato___Target_Spot,False,224,224,174.8,False,False,False,False,test
Tomato___Tomato_Yellow_Leaf_Curl_Virus_02318.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,132.1,False,False,False,False,validation
Tomato___Spider_mites_01352.jpg,Tomato,Tomato___Spider_mites,False,224,224,223.7,False,False,False,False,train
Squash___Powdery_mildew_00009.jpg,Squash,Squash___Powdery_mildew,False,224,224,90.5,False,False,False,False,train
Tomato___Bacterial_spot_01683.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,52.5,False,False,False,False,train
Squash___Powdery_mildew_00020.jpg,Squash,Squash___Powdery_mildew,False,224,224,163.1,False,False,False,False,train
Apple___healthy_00875.jpg,Apple,Apple___healthy,True,224,224,221.8,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_01902.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,92.1,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_00510.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,190.6,False,False,False,False,train
Strawberry___Leaf_scorch_00743.jpg,Strawberry,Strawberry___Leaf_scorch,False,224,224,81.6,False,False,False,False,train
Cherry___healthy_00283.jpg,Cherry,Cherry___healthy,True,224,224,241.6,False,False,False,False,train
Tomato___Bacterial_spot_00764.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,200.3,False,False,False,False,train
Pepper___healthy_00479.jpg,Pepper,Pepper___healthy,True,224,224,181.3,False,False,False,False,test
Orange___Haunglongbing_03771.jpg,Orange,Orange___Haunglongbing,False,224,224,76.0,False,False,False,False,train
Peach___Bacterial_spot_01418.jpg,Peach,Peach___Bacterial_spot,False,224,224,204.0,False,False,False,False,train
Soybean___healthy_02362.jpg,Soybean,Soybean___healthy,True,224,224,31.7,False,False,False,False,train
Orange___Haunglongbing_02123.jpg,Orange,Orange___Haunglongbing,False,224,224,222.2,False,False,False,False,test
Orange___Haunglongbing_04245.jpg,Orange,Orange___Haunglongbing,False,224,224,120.1,False,False,False,False,train
Tomato___Septoria_leaf_spot_00688.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,223.8,False,False,False,False,train
Grape___Esca_(Black_Measles)_01365.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,57.0,False,False,False,False,train
Grape___Esca_(Black_Measles)_00216.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,165.9,False,False,False,False,train
Cherry___healthy_00010.jpg,Cherry,Cherry___healthy,True,224,224,235.6,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_01865.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,218.9,False,False,False,False,train
Potato___Early_blight_00939.jpg,Potato,Potato___Early_blight,False,224,224,160.0,False,False,False,False,test
Orange___Haunglongbing_05030.jpg,Orange,Orange___Haunglongbing,False,224,224,95.3,False,False,False,False,test
Corn___Northern_Leaf_Blight_00513.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,72.5,False,False,False,False,validation
Tomato___Late_blight_00057.jpg,Tomato,Tomato___Late_blight,False,224,224,209.7,False,False,False,False,train
Tomato___healthy_00968.jpg,Tomato,Tomato___healthy,True,224,224,166.9,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_00211.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,56.0,False,False,False,False,train
Squash___Powdery_mildew_01110.jpg,Squash,Squash___Powdery_mildew,False,224,224,98.9,False,False,False,False,validation
Soybean___healthy_01223.jpg,Soybean,Soybean___healthy,True,224,224,161.6,False,False,False,False,validation
Apple___healthy_01347.jpg,Apple,Apple___healthy,True,224,224,207.5,False,False,False,False,test
Corn___Common_rust_00796.jpg,Corn,Corn___Common_rust,False,224,224,122.3,False,False,False,False,train
Grape___Black_rot_00923.jpg,Grape,Grape___Black_rot,False,224,224,65.7,False,False,False,False,validation
Grape___Esca_(Black_Measles)_00739.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,154.8,False,False,False,False,train
Tomato___Bacterial_spot_00710.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,41.6,False,False,False,False,train
Potato___Early_blight_00442.jpg,Potato,Potato___Early_blight,False,224,224,41.2,False,False,False,False,train
Tomato___Late_blight_00876.jpg,Tomato,Tomato___Late_blight,False,224,224,104.3,False,False,False,False,test
Tomato___healthy_01488.jpg,Tomato,Tomato___healthy,True,224,224,245.3,False,False,False,False,train
Soybean___healthy_02042.jpg,Soybean,Soybean___healthy,True,224,224,165.6,False,False,False,False,train
Peach___Bacterial_spot_01713.jpg,Peach,Peach___Bacterial_spot,False,224,224,222.6,False,False,False,False,train
Tomato___healthy_01480.jpg,Tomato,Tomato___healthy,True,224,224,51.2,False,False,False,False,train
Grape___Esca_(Black_Measles)_00167.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,61.8,False,False,False,False,validation
Pepper___healthy_00077.jpg,Pepper,Pepper___healthy,True,224,224,235.6,False,False,False,False,train
Tomato___Bacterial_spot_02035.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,81.7,False,False,False,False,train
Corn___healthy_00513.jpg,Corn,Corn___healthy,True,224,224,103.7,False,False,False,False,train
Soybean___healthy_00371.jpg,Soybean,Soybean___healthy,True,224,224,193.8,False,False,False,False,train
Corn___Northern_Leaf_Blight_00978.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,42.1,False,False,False,False,train
